Category,BG,Subcategory,Group,狀態,銷售單號,月份,開單日期,預交日期,預交年份,預交月份,交期變更,客戶名稱,負責業務,交貨方式,產品分類,品名,幣別,數量,單價,匯率,本國幣別NTD,客戶料號,客戶希交日,Term
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 P-1 Series,WIP252010P-2R2ML,USD,3000.0,0.02,30.75,1845.0,MGV2520102R2M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 P-1 Series,WIP252010P-4R7ML,USD,3000.0,0.02,30.75,1845.0,MGV2520104R7M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 P Series成,WIP252010P-R22ML,USD,3000.0,0.02,30.75,1845.0,MGV252010R22M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 P-1 Series,WIP252010P-R33ML,USD,3000.0,0.02,30.75,1845.0,MGV252010R33M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 P-1 Series,WIP252010P-R47ML,USD,3000.0,0.02,30.75,1845.0,MGV252010R47M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 P-1 Series,WIP252010P-R68ML,USD,3000.0,0.02,30.75,1845.0,MGV252010R68M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIP252010S-1R0ML,USD,3000.0,0.025,30.75,2306.25,MGV252010S1R0M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIP252010S-2R2ML,USD,3000.0,0.025,30.75,2306.25,MGV252010S2R2M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIP252010S-R33ML,USD,3000.0,0.025,30.75,2306.25,MGV252010SR33M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIP252010S-R47ML,USD,3000.0,0.025,30.75,2306.25,MGV252010SR47M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 P-1 Series,WIP252012P-1R0ML,USD,3000.0,0.02,30.75,1845.0,MGV2520121R0M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 P-1 Series,WIP252012P-1R5ML,USD,3000.0,0.02,30.75,1845.0,MGV2520121R5M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 P-1 Series,WIP252012P-2R2ML,USD,3000.0,0.02,30.75,1845.0,MGV2520122R2M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 P-1 Series,WIP252012P-4R7ML,USD,3000.0,0.02,30.75,1845.0,MGV2520124R7M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 P-1 Series,WIP252012P-R47ML,USD,3000.0,0.02,30.75,1845.0,MGV252012R47M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 P-1 Series,WIP252012P-R68ML,USD,3000.0,0.02,30.75,1845.0,MGV252012R68M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIP252012S-1R0ML,USD,3000.0,0.025,30.75,2306.25,MGV252012S1R0M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIP252012S-2R2ML,USD,3000.0,0.025,30.75,2306.25,MGV252012S2R2M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIP252012S-R47ML,USD,3000.0,0.025,30.75,2306.25,MGV252012SR47M-10,2019-01-10,FCA
WIP2,WIP,,MT-SYSTEM,01已出,SON18C0407,12,2018-12-27,2019-01-10,2019,January,,MT-Sys.,許凱智,DHL,WIP2520 P-1 Series,WIP252012P-1R0ML,USD,60000.0,0.018,30.805,33269.4,WIP252012P-1R0ML,2019-01-11,EXW
WIP2,WIP,,Laird,01已出,SON18C0410,12,2018-12-27,2019-01-10,2019,January,2019-01-04,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIPC252012S-1R0ML,USD,36000.0,0.038,30.805,42141.24,MGV252012S1R0M-16,2019-01-17,FCA
WIP2,WIP,,Laird,01已出,SON18C0410,12,2018-12-27,2019-01-10,2019,January,2019-01-04,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIPC252012S-1R0ML,USD,36000.0,0.038,30.805,42141.24,MGV252012S1R0M-16,2019-01-17,FCA
WIP2,WIP,,Laird,01已出,SON18C0410,12,2018-12-27,2019-01-10,2019,January,2019-01-04,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIPC252012S-1R0ML,USD,36000.0,0.038,30.805,42141.24,MGV252012S1R0M-16,2019-01-17,FCA
WIP2,WIP,,Laird,01已出,SON18C0410,12,2018-12-27,2019-01-10,2019,January,2019-01-04,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIPC252012S-2R2ML,USD,12000.0,0.038,30.805,14047.08,MGV252012S2R2M-15,2019-01-17,FCA
WIP2,WIP,,Laird,01已出,SON18C0410,12,2018-12-27,2019-01-10,2019,January,2019-01-04,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIPC252012S-2R2ML,USD,12000.0,0.038,30.805,14047.08,MGV252012S2R2M-15,2019-01-17,FCA
WIP2,WIP,,Laird,01已出,SON18C0410,12,2018-12-27,2019-01-10,2019,January,2019-01-04,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIPC252012S-2R2ML,USD,12000.0,0.038,30.805,14047.08,MGV252012S2R2M-15,2019-01-17,FCA
WIP2,WIP,,Laird,01已出,SON18C0410,12,2018-12-27,2019-01-10,2019,January,2019-01-04,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIPC252012S-R47ML,USD,96000.0,0.038,30.805,112376.64,MGV252012SR47M-16,2019-01-17,FCA
MCB1,EMC,,Laird,01已出,WON18B0063,11,2018-11-14,2019-01-10,2019,January,,STEWARD,沈思明,UPS,MCB1005-B series成,MCB1005B102EBP,USD,200000.0,0.00095,30.705,5833.95,HZ0402B102R-10,2019-01-10,FCA
MCB1,EMC,,Laird,01已出,WON18C0005,12,2018-12-05,2019-01-10,2019,January,,STEWARD,沈思明,UPS,MCB1005-B series成,MCB1005B601EBP,USD,800000.0,0.00095,30.845,23442.2,HZ0402A601R-10,2019-01-10,FCA
WIP2,WIP,,MT-SYSTEM,01已出,AON18B0042,11,2018-11-29,2019-01-10,2019,January,2018-12-26,MT-Sys.,許凱智,DHL,WIP2016 P-1 Series,WIP201610P-2R2ML,USD,42000.0,0.018,30.79,23277.24,WIP201610P-2R2ML,2019-01-10,EXW
MCI1,EMC,,MT-SYSTEM,01已出,AON18C0005,12,2018-12-05,2019-01-10,2019,January,2018-12-26,MT-Sys.,許凱智,DHL,MCI1608 series成品,MCI1608HQ15NGHBP,USD,4000.0,0.0045,30.845,555.21,MCI1608HQ15NGHBP,2018-12-10,EXW
MCI1,EMC,,MT-SYSTEM,01已出,AON18C0005,12,2018-12-05,2019-01-10,2019,January,2018-12-26,MT-Sys.,許凱智,DHL,MCI1608 series成品,MCI1608HQ2N2SHBP,USD,16000.0,0.0035,30.845,1727.32,MCI1608HQ2N2SHBP,2019-01-10,EXW
MCI1,EMC,,MT-SYSTEM,01已出,AON18C0005,12,2018-12-05,2019-01-10,2019,January,2018-12-26,MT-Sys.,許凱智,DHL,MCI1608 series成品,MCI1608HQ5N6SHBP,USD,16000.0,0.0035,30.845,1727.32,MCI1608HQ5N6SHBP,2019-01-10,EXW
MCI1,EMC,,MT-SYSTEM,01已出,AON18C0005,12,2018-12-05,2019-01-10,2019,January,2018-12-26,MT-Sys.,許凱智,DHL,MCI1608 series成品,MCI1608HQR10JHBP,USD,16000.0,0.0055,30.845,2714.36,MCI1608HQR10JHBP,2018-12-10,EXW
WIP2,WIP,,MT-SYSTEM,01已出,AON18C0005,12,2018-12-05,2019-01-10,2019,January,2018-12-26,MT-Sys.,許凱智,DHL,WIP2520 P-1 Series,WIP252012P-3R3ML,USD,6000.0,0.02,30.845,3701.4,WIP252012P-3R3ML,2019-01-10,EXW
MCI1,EMC,,MT-SYSTEM,01已出,AON18C0005,12,2018-12-05,2019-01-10,2019,January,2018-12-26,MT-Sys.,許凱智,DHL,MCI1608 series成品,MCI1608HQ2N7SHBP,USD,16000.0,0.0035,30.845,1727.32,MCI1608HQ2N7SHBP,2019-01-10,EXW
MLVS,PC,,WE,01已出,SON18A0053,10,2018-10-04,2019-01-10,2019,January,2018-12-18,WUR,沈思明,FEDEX,MLVS1206 AM成品,MLVS1206AM04152,EUR,100000.0,0.04167,35.89,149553.63,825 310 40,2019-10-10,FCA
SGX1,PC,,Eaton,01已出,SON18A0208,10,2018-10-15,2019-01-10,2019,January,2018-12-19,EATON,沈思明,AIR-FWRD,SGX1206-4成品,SurgX Array (ESD41),USD,100000.0,0.0538,30.775,165569.5,41206ESDA-TR1,2019-01-11,FCA
SGX0,PC,,Eaton,01已出,SON18A0485,10,2018-10-30,2019-01-10,2019,January,2018-12-24,EATON,沈思明,AIR-FWRD,SGX0603成品,SurgX0603ESDA2,USD,660000.0,0.01123,30.87,228802.27,0603ESDA2-TR2,2019-01-10,FCA
SGX0,PC,,Eaton,01已出,SON18A0486,10,2018-10-30,2019-01-10,2019,January,2018-12-18,EATON,沈思明,AIR-FWRD,SGX0603成品,SurgX0603ESDA2,USD,750000.0,0.01123,30.87,260002.58,0603ESDA2-TR2,2019-01-10,FCA
SGX0,PC,,Eaton,01已出,SON18A0498,10,2018-10-31,2019-01-10,2019,January,2018-12-18,EATON,沈思明,AIR-FWRD,SGX0603成品,SurgX0603ESDA2,USD,500000.0,0.01123,30.87,173335.05,0603ESDA2-TR2,2019-01-10,FCA
WIP2,WIP,,MT-SYSTEM,01已出,SON18B0460,11,2018-11-30,2019-01-10,2019,January,2018-12-26,MT-Sys.,許凱智,DHL,WIP2520 P-1 Series,WIP252012P-1R0ML,USD,9000.0,0.018,30.79,4987.98,WIP252012P-1R0ML,2019-01-10,EXW
WIP2,WIP,,MT-SYSTEM,01已出,SON18C0105,12,2018-12-07,2019-01-10,2019,January,2018-12-26,MT-Sys.,許凱智,DHL,WIP2520 P-1 Series,WIP252012P-1R0ML,USD,15000.0,0.018,30.845,8328.15,WIP252012P-1R0ML,2019-01-10,EXW
WIP2,WIP,,MT-SYSTEM,01已出,SON18C0105,12,2018-12-07,2019-01-10,2019,January,2018-12-26,MT-Sys.,許凱智,DHL,WIP2520 P-1 Series,WIP252012P-2R2ML,USD,15000.0,0.018,30.845,8328.15,WIP252012P-2R2ML,2019-01-10,EXW
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2016 P-1 Series,WIP201610P-1R0ML,USD,3000.0,0.02,30.75,1845.0,MGV2016101R0M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2016 P-1 Series,WIP201610P-1R5ML,USD,3000.0,0.02,30.75,1845.0,MGV2016101R5M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2016 P-1 Series,WIP201610P-2R2ML,USD,3000.0,0.02,30.75,1845.0,MGV2016102R2M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2016 P-1 Series,WIP201610P-R24ML,USD,3000.0,0.02,30.75,1845.0,MGV201610R24M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2016 P-1 Series,WIP201610P-R33ML,USD,3000.0,0.02,30.75,1845.0,MGV201610R33M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2016 P-1 Series,WIP201610P-R47ML,USD,3000.0,0.02,30.75,1845.0,MGV201610R47M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2016 P-1 Series,WIP201610P-R68ML,USD,3000.0,0.02,30.75,1845.0,MGV201610R68M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2016 S-1 Series,WIP201610S-1R0ML,USD,3000.0,0.025,30.75,2306.25,MGV201610S1R0M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2016 S-1 Series,WIP201610S-1R5ML,USD,3000.0,0.025,30.75,2306.25,MGV201610S1R5M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2016 S-1 Series,WIP201610S-2R2ML,USD,3000.0,0.025,30.75,2306.25,MGV201610S2R2M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2016 S-1 Series,WIP201610S-R47ML,USD,3000.0,0.025,30.75,2306.25,MGV201610SR47M-10,2019-01-10,FCA
WIP2,WIP,,Laird,01已出,SON18C0239,12,2018-12-14,2019-01-10,2019,January,2018-12-21,STEWARD,沈思明,UPS,WIP2520 P-1 Series,WIP252010P-1R0ML,USD,3000.0,0.02,30.75,1845.0,MGV2520101R0M-10,2019-01-10,FCA
MCB1,EMC,,Laird,01已出,WON1910007,1,2019-01-03,2019-01-10,2019,January,,STEWARD,沈思明,UPS,MCB1005-B series成,MCB1005B601EBP,USD,400000.0,0.00095,30.75,11685.0,HZ0402A601R-10,2019-01-10,FCA
MHC4,EMC,,華新科技,01已出,ZON18C0148,12,2018-12-22,2019-01-11,2019,January,2019-01-11,華新科技,許凱智,EXPRESS,MHC4516-S series成,MHC4516S720WBE,USD,4000.0,0.0119,30.795,1465.84,WLBD4516HCU720TH,2019-01-10,LOC2
WIP2,WIP,,信昌,01已出,SON1910149,1,2019-01-10,2019-01-14,2019,January,,信昌,許凱智,EXPRESS,WIP2520 P-1 Series,WIP252012P-4R7ML,USD,3000.0,0.015,30.795,1385.78,MCS25GD4R7MPMP,2019-01-14,LOC2
MHC1,EMC,,Laird,01已出,ZON1910016,1,2019-01-04,2019-01-15,2019,January,2019-01-04,StewdCN,沈思明,FEDEX,MHC1608-P series成,MHC1608P260Z06BP6A0,USD,40000.0,0.002,30.75,2460.0,HI0603T260R-10,2019-01-15,FCA
MCM2,EMC,,Laird,01已出,ZON1910017,1,2019-01-04,2019-01-15,2019,January,,StewdCN,沈思明,FEDEX,MCM2012-B series成,MCM2012B670GBE,USD,3000.0,0.0178,30.75,1642.05,CF0805D670R-10,2019-01-10,FCA
MCM2,EMC,,Laird,01已出,ZON1910017,1,2019-01-04,2019-01-15,2019,January,,StewdCN,沈思明,FEDEX,MCM2012-B series成,MCM2012B121GBE,USD,3000.0,0.0266,30.75,2453.85,CF0805D121R-10,2019-01-10,FCA
WIP2,WIP,,Bourns,01已出,AON18C0004,12,2018-12-05,2019-01-16,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIPC252012P-4R7ML,USD,21000.0,0.038,30.845,24614.31,SRP2512A-4R7M,2019-01-16,FCA
MLVS,PC,,Bourns,01已出,AON18C0034,12,2018-12-27,2019-01-16,2019,January,2019-04-29,Bourns,沈思明,EXPRESS,MLVS0603 L Free Ser,MLVS0603L20,USD,32000.0,0.005,30.805,4928.8,CG0603MLA-26KE,2019-01-16,FCA
EGA0,PC,,Bourns,01已出,AON18C0034,12,2018-12-27,2019-01-16,2019,January,2019-04-29,Bourns,沈思明,EXPRESS,EGA0402成品,EGA10402V05B0,USD,80000.0,0.016,30.805,39430.4,CGA0402MLC-05G,2019-01-16,FCA
EGA0,PC,,Bourns,01已出,AON18C0034,12,2018-12-27,2019-01-16,2019,January,2019-04-29,Bourns,沈思明,EXPRESS,EGA0402AH成品,EGA10402V24B0,USD,100000.0,0.016,30.805,49288.0,CGA0402MLC-24G,2019-01-16,FCA
EGA0,PC,,Bourns,01已出,AON18C0034,12,2018-12-27,2019-01-16,2019,January,2019-04-29,Bourns,沈思明,EXPRESS,EGA0603成品,EGA10603V05B0,USD,10000.0,0.018,30.805,5544.9,CGA0603MLC-05E,2019-01-16,FCA
MIP2,EMC,,Bourns,01已出,AON18C0034,12,2018-12-27,2019-01-16,2019,January,2019-04-29,Bourns,沈思明,EXPRESS,MIP2520 series成品,MIP25203R3MBE,USD,6000.0,0.015,30.805,2772.45,CVH252009-3R3M,2019-01-16,FCA
MIP2,EMC,,Bourns,01已出,AON18C0034,12,2018-12-27,2019-01-16,2019,January,2019-04-29,Bourns,沈思明,EXPRESS,MIP2520 series成品,MIP25204R7MBE,USD,114000.0,0.015,30.805,52676.55,CVH252009-4R7M,2019-01-16,FCA
WIP2,WIP,,Bourns,01已出,AON18C0034,12,2018-12-27,2019-01-16,2019,January,2019-04-29,Bourns,沈思明,EXPRESS,WIP2016 P-1 Series,WIP201610P-2R2ML,USD,27000.0,0.028,30.805,23288.58,SRP2010-2R2M,2019-01-16,FCA
WIP2,WIP,,Bourns,01已出,AON18C0034,12,2018-12-27,2019-01-16,2019,January,2019-04-29,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIP252012P-2R2ML,USD,78000.0,0.018,30.805,43250.22,SRP2512-2R2M,2019-01-16,FCA
WIP2,WIP,,Bourns,01已出,AON18C0034,12,2018-12-27,2019-01-16,2019,January,2019-04-29,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIPC252012P-1R5ML,USD,3000.0,0.038,30.805,3511.77,SRP2512A-1R5M,2019-01-16,FCA
WIP2,WIP,,Bourns,01已出,AON18C0034,12,2018-12-27,2019-01-16,2019,January,2019-04-29,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIPC252012P-2R2ML,USD,24000.0,0.038,30.805,28094.16,SRP2512A-2R2M,2019-01-16,FCA
WIP2,WIP,,Bourns,01已出,AON18C0034,12,2018-12-27,2019-01-16,2019,January,2019-04-29,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIPC252012P-R47ML,USD,21000.0,0.038,30.805,24582.39,SRP2512A-R47M,2019-01-16,FCA
WIP2,WIP,,Bourns,01已出,AON18C0034,12,2018-12-27,2019-01-16,2019,January,2019-04-29,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIP252012P-R68ML,USD,3000.0,0.018,30.805,1663.47,SRP2512-R68M,2019-01-16,FCA
EGA0,PC,,Bourns,01已出,AON18C0034,12,2018-12-27,2019-01-16,2019,January,2019-04-29,Bourns,沈思明,EXPRESS,EGA0603成品,EGA10603V05B0,USD,200000.0,0.0138,30.805,85021.8,CG0603MLC-05E,2019-01-16,FCA
MLVS,PC,,Bourns,01已出,AON1910014,1,2019-01-08,2019-01-16,2019,January,,Bourns,沈思明,EXPRESS,MLVS0402 L Free Ser,MLVS0402L04,USD,30000.0,0.004,30.75,3690.0,CG0402MLA-5.5MG,2019-01-16,FCA
MLVS,PC,,Bourns,01已出,AON1910014,1,2019-01-08,2019-01-16,2019,January,,Bourns,沈思明,EXPRESS,MLVS0603 L Free Ser,MLVS0603LE08,USD,20000.0,0.005,30.75,3075.0,CG0603MLE-18E,2019-01-16,FCA
WIP2,WIP,,Bourns,01已出,AON1910014,1,2019-01-08,2019-01-16,2019,January,,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIPC252010P-1R5ML,USD,3000.0,0.038,30.75,3505.5,SRP2510A-1R5M,2019-01-16,FCA
WIP2,WIP,,Bourns,01已出,AON1910014,1,2019-01-08,2019-01-16,2019,January,,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIP252012P-1R0ML,USD,285000.0,0.018,30.75,157747.5,SRP2512-1R0M,2019-01-16,FCA
WIP2,WIP,,Bourns,01已出,AON1910014,1,2019-01-08,2019-01-16,2019,January,,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIP252012P-2R2ML,USD,33000.0,0.018,30.75,18265.5,SRP2512-2R2M,2019-01-16,FCA
WIP2,WIP,,Bourns,01已出,AON1910014,1,2019-01-08,2019-01-16,2019,January,,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIPC252012P-1R5ML,USD,3000.0,0.038,30.75,3505.5,SRP2512A-1R5M,2019-01-16,FCA
WIP2,WIP,,Bourns,01已出,AON1910014,1,2019-01-08,2019-01-16,2019,January,,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIPC252012P-R47ML,USD,6000.0,0.038,30.75,7011.0,SRP2512A-R47M,2019-01-16,FCA
EGA0,PC,,Bourns,01已出,AON1910016,1,2019-01-09,2019-01-16,2019,January,,Bourns,沈思明,EXPRESS,EGA0402AH成品,EGA10402V24B0,USD,80000.0,0.016,30.75,39360.0,CGA0402MLC-24G,2019-01-23,FCA
WIP ,WIP,,Bourns,01已出,SAN18A0020,10,2018-10-24,2019-01-16,2019,January,,Bourns,沈思明,EXPRESS,WIP Series 成品,WFP201210Y-1R0ML,USD,201000.0,0.028,30.87,173736.36,SRP201210-1R0M,2019-01-16,FCA
WIP ,WIP,,Bourns,01已出,SAN18A0022,10,2018-10-25,2019-01-16,2019,January,,Bourns,沈思明,EXPRESS,WIP Series 成品,WIP201612S-R47ML,USD,126000.0,0.02,30.87,77792.4,SRP2012H-R47M,2019-01-16,FCA
WIP ,WIP,,Bourns,01已出,SAN18B0011,11,2018-11-08,2019-01-16,2019,January,,Bourns,沈思明,EXPRESS,WIP Series 成品,WFP201210Y-1R0ML,USD,348000.0,0.028,30.935,301430.64,SRP201210-1R0M,2019-01-16,FCA
WIP ,WIP,,Bourns,01已出,SAN18B0022,11,2018-11-21,2019-01-16,2019,January,2019-01-11,Bourns,沈思明,EXPRESS,WIP Series 成品,WIP201612S-R47ML,USD,231000.0,0.028,30.79,199149.72,SRP2012H-R47M,2019-01-16,FCA
EGA0,PC,,Bourns,01已出,AON1890031,9,2018-09-12,2019-01-16,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,EGA0603成品,EGA10603V12B0,USD,1000000.0,0.0138,30.745,424281.0,CG0603MLC-12E,2018-12-12,FCA
EGA0,PC,,Bourns,01已出,AON1890044,9,2018-09-25,2019-01-16,2019,January,2019-03-22,Bourns,沈思明,EXPRESS,EGA0603成品,EGA10603V24B0,USD,500000.0,0.0138,30.69,211761.0,CGA0603MLC-24E,2019-01-16,FCA
MLVS,PC,,Bourns,01已出,AON18A0025,10,2018-10-19,2019-01-16,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,MLVS0603 L Free Ser,MLVS0603L14,USD,120000.0,0.0045,30.775,16618.5,CG0603MLA-18KE,2019-01-23,FCA
MIP2,EMC,,Bourns,01已出,AON18A0025,10,2018-10-19,2019-01-16,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,MIP2520 series成品,MIP25202R2MBE,USD,300000.0,0.015,30.775,138487.5,CVH252009-2R2M,2019-01-16,FCA
WIP2,WIP,,Bourns,01已出,AON18A0025,10,2018-10-19,2019-01-16,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,WIP2016 P-1 Series,WIP201610P-2R2ML,USD,3000.0,0.028,30.775,2585.1,SRP2010-2R2M,2019-01-16,FCA
WIP2,WIP,,Bourns,01已出,AON18A0025,10,2018-10-19,2019-01-16,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,WIP2016 P-1 Series,WIP201610P-R33ML,USD,39000.0,0.028,30.775,33606.3,SRP2010-R33M,2019-01-16,FCA
WIP2,WIP,,Bourns,01已出,AON18A0025,10,2018-10-19,2019-01-16,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIP252012P-1R0ML,USD,27000.0,0.02,30.775,16618.5,SRP2512-1R0M,2019-01-16,FCA
WIP2,WIP,,Bourns,01已出,AON18A0025,10,2018-10-19,2019-01-16,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIP252012P-1R0ML,USD,450000.0,0.02,30.775,276975.0,SRP2512-1R0M,2019-01-23,FCA
MLVS,PC,,Bourns,01已出,AON18A0032,10,2018-10-25,2019-01-16,2019,January,,Bourns,沈思明,EXPRESS,MLVS0402 L Free Ser,MLVS0402L04,USD,30000.0,0.004,30.87,3704.4,CG0402MLA-5.5MG,2019-01-16,FCA
MLVS,PC,,Bourns,01已出,AON18A0032,10,2018-10-25,2019-01-16,2019,January,,Bourns,沈思明,EXPRESS,MLVS0603 AM成品,MLVS0603AM25120,USD,72000.0,0.015,30.87,33339.6,CGA0603MLA-32120E,2019-01-16,FCA
WIP2,WIP,,Bourns,01已出,AON18A0032,10,2018-10-25,2019-01-16,2019,January,,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIPC252012P-1R0ML,USD,3000.0,0.038,30.87,3519.18,SRP2512A-1R0M,2019-01-16,FCA
MLVS,PC,,Bourns,01已出,AON18B0001,11,2018-11-01,2019-01-16,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,MLVS0402 L Free Ser,MLVS0402L04,USD,30000.0,0.004,30.935,3712.2,CG0402MLA-5.5MG,2019-01-23,FCA
MLVS,PC,,Bourns,01已出,AON18B0001,11,2018-11-01,2019-01-16,2019,January,2018-12-18,Bourns,沈思明,EXPRESS,MLVS0603 L Free Ser,MLVS0603L20,USD,36000.0,0.005,30.935,5568.3,CG0603MLA-26KE,2019-01-23,FCA
